Table_Ref,CollectionYearRange,Parent_Org_Name,Parent_Org_ONS_Code,Org_Name,Org_ONS_Code,Child_Age_RiskGroup,Unit,Indicator,Value
13a_13b,2018-19,West Midlands,E12000005,Coventry,E08000026,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),46.21123805082770
13a_13b,2018-19,West Midlands,E12000005,Coventry,E08000026,All 3 year olds,%,Influenza (seasonal flu),46.55485040797820
13a_13b,2018-19,West Midlands,E12000005,Dudley,E08000027,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),62.96296296296300
13a_13b,2018-19,West Midlands,E12000005,Dudley,E08000027,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),50.12729844413010
13a_13b,2018-19,West Midlands,E12000005,Dudley,E08000027,All 3 year olds,%,Influenza (seasonal flu),50.50782322261870
13a_13b,2018-19,West Midlands,E12000005,Herefordshire,E06000019,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),57.14285714285710
13a_13b,2018-19,West Midlands,E12000005,Herefordshire,E06000019,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),48.61193148257530
13a_13b,2018-19,West Midlands,E12000005,Herefordshire,E06000019,All 3 year olds,%,Influenza (seasonal flu),48.91799544419130
13a_13b,2018-19,West Midlands,E12000005,Sandwell,E08000028,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),50.00000000000000
13a_13b,2018-19,West Midlands,E12000005,Sandwell,E08000028,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),37.95439151049900
13a_13b,2018-19,West Midlands,E12000005,Sandwell,E08000028,All 3 year olds,%,Influenza (seasonal flu),38.56867366616670
13a_13b,2018-19,West Midlands,E12000005,Shropshire,E06000051,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),73.85620915032680
13a_13b,2018-19,West Midlands,E12000005,Shropshire,E06000051,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),56.35205097570690
13a_13b,2018-19,West Midlands,E12000005,Shropshire,E06000051,All 3 year olds,%,Influenza (seasonal flu),57.35735735735740
13a_13b,2018-19,West Midlands,E12000005,Solihull,E08000029,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),62.33766233766230
13a_13b,2018-19,West Midlands,E12000005,Solihull,E08000029,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),55.48413017276010
13a_13b,2018-19,West Midlands,E12000005,Solihull,E08000029,All 3 year olds,%,Influenza (seasonal flu),55.68978955572880
13a_13b,2018-19,West Midlands,E12000005,Staffordshire,E10000028,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),59.94065281899110
13a_13b,2018-19,West Midlands,E12000005,Staffordshire,E10000028,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),51.23254401942930
13a_13b,2018-19,West Midlands,E12000005,Staffordshire,E10000028,All 3 year olds,%,Influenza (seasonal flu),51.57489500699950
13a_13b,2018-19,West Midlands,E12000005,Stoke-on-Trent,E06000021,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),52.05479452054790
13a_13b,2018-19,West Midlands,E12000005,Stoke-on-Trent,E06000021,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),43.52399737015120
13a_13b,2018-19,West Midlands,E12000005,Stoke-on-Trent,E06000021,All 3 year olds,%,Influenza (seasonal flu),43.91468005018820
13a_13b,2018-19,West Midlands,E12000005,Telford and Wrekin,E06000020,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),65.21739130434780
13a_13b,2018-19,West Midlands,E12000005,Telford and Wrekin,E06000020,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),50.48309178743960
13a_13b,2018-19,West Midlands,E12000005,Telford and Wrekin,E06000020,All 3 year olds,%,Influenza (seasonal flu),51.11008325624420
13a_13b,2018-19,West Midlands,E12000005,Walsall,E08000030,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),48.17518248175180
13a_13b,2018-19,West Midlands,E12000005,Walsall,E08000030,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),39.93165089379600
13a_13b,2018-19,West Midlands,E12000005,Walsall,E08000030,All 3 year olds,%,Influenza (seasonal flu),40.21821872621160
13a_13b,2018-19,West Midlands,E12000005,Warwickshire,E10000031,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),68.36734693877550
13a_13b,2018-19,West Midlands,E12000005,Warwickshire,E10000031,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),55.14881970578170
13a_13b,2018-19,West Midlands,E12000005,Warwickshire,E10000031,All 3 year olds,%,Influenza (seasonal flu),55.57762330354190
13a_13b,2018-19,West Midlands,E12000005,Wolverhampton,E08000031,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),55.78231292517010
13a_13b,2018-19,West Midlands,E12000005,Wolverhampton,E08000031,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),44.20600858369100
13a_13b,2018-19,West Midlands,E12000005,Wolverhampton,E08000031,All 3 year olds,%,Influenza (seasonal flu),44.67325645249860
13a_13b,2018-19,West Midlands,E12000005,Worcestershire,E10000034,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),63.76146788990830
13a_13b,2018-19,West Midlands,E12000005,Worcestershire,E10000034,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),52.27489659560930
13a_13b,2018-19,West Midlands,E12000005,Worcestershire,E10000034,All 3 year olds,%,Influenza (seasonal flu),52.65990159901600
13a_13b,2018-19,East of England,E12000006,East of England,E12000006,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),61.97223828802780
13a_13b,2018-19,East of England,E12000006,East of England,E12000006,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),50.45013657394500
13a_13b,2018-19,East of England,E12000006,East of England,E12000006,All 3 year olds,%,Influenza (seasonal flu),50.97987076873990
13a_13b,2018-19,East of England,E12000006,Bedford,E06000055,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),67.67676767676770
13a_13b,2018-19,East of England,E12000006,Bedford,E06000055,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),48.59287054409010
13a_13b,2018-19,East of England,E12000006,Bedford,E06000055,All 3 year olds,%,Influenza (seasonal flu),49.43971313312420
13a_13b,2018-19,East of England,E12000006,Cambridgeshire,E10000003,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),65.76576576576580
13a_13b,2018-19,East of England,E12000006,Cambridgeshire,E10000003,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),56.77147134884990
13a_13b,2018-19,East of England,E12000006,Cambridgeshire,E10000003,All 3 year olds,%,Influenza (seasonal flu),57.28404569374920
13a_13b,2018-19,East of England,E12000006,Central Bedfordshire,E06000056,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),62.01550387596900
13a_13b,2018-19,East of England,E12000006,Central Bedfordshire,E06000056,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),53.65050867743870
13a_13b,2018-19,East of England,E12000006,Central Bedfordshire,E06000056,All 3 year olds,%,Influenza (seasonal flu),53.96139441083260
13a_13b,2018-19,East of England,E12000006,Essex,E10000012,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),58.28651685393260
13a_13b,2018-19,East of England,E12000006,Essex,E10000012,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),50.15038498556300
13a_13b,2018-19,East of England,E12000006,Essex,E10000012,All 3 year olds,%,Influenza (seasonal flu),50.48454083987080
13a_13b,2018-19,East of England,E12000006,Hertfordshire,E10000015,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),60.87719298245610
13a_13b,2018-19,East of England,E12000006,Hertfordshire,E10000015,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),51.01619244352640
13a_13b,2018-19,East of England,E12000006,Hertfordshire,E10000015,All 3 year olds,%,Influenza (seasonal flu),51.37703023688770
13a_13b,2018-19,East of England,E12000006,Luton,E06000032,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),44.60431654676260
13a_13b,2018-19,East of England,E12000006,Luton,E06000032,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),28.92586106246350
13a_13b,2018-19,East of England,E12000006,Luton,E06000032,All 3 year olds,%,Influenza (seasonal flu),29.53716690042080
13a_13b,2018-19,East of England,E12000006,Norfolk,E10000020,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),64.90872210953350
13a_13b,2018-19,East of England,E12000006,Norfolk,E10000020,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),54.11954765751210
13a_13b,2018-19,East of England,E12000006,Norfolk,E10000020,All 3 year olds,%,Influenza (seasonal flu),54.70029479200790
13a_13b,2018-19,East of England,E12000006,Peterborough,E06000031,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),50.80645161290320
13a_13b,2018-19,East of England,E12000006,Peterborough,E06000031,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),42.26229508196720
13a_13b,2018-19,East of England,E12000006,Peterborough,E06000031,All 3 year olds,%,Influenza (seasonal flu),42.59609325771900
13a_13b,2018-19,East of England,E12000006,Southend-on-Sea,E06000033,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),50.52631578947370
13a_13b,2018-19,East of England,E12000006,Southend-on-Sea,E06000033,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),43.71428571428570
13a_13b,2018-19,East of England,E12000006,Southend-on-Sea,E06000033,All 3 year olds,%,Influenza (seasonal flu),44.00911161731210
13a_13b,2018-19,East of England,E12000006,Suffolk,E10000029,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),70.00000000000000
13a_13b,2018-19,East of England,E12000006,Suffolk,E10000029,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),55.99157229391620
13a_13b,2018-19,East of England,E12000006,Suffolk,E10000029,All 3 year olds,%,Influenza (seasonal flu),56.98556398336190
13a_13b,2018-19,East of England,E12000006,Thurrock,E06000034,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),58.90410958904110
13a_13b,2018-19,East of England,E12000006,Thurrock,E06000034,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),43.27390599675850
13a_13b,2018-19,East of England,E12000006,Thurrock,E06000034,All 3 year olds,%,Influenza (seasonal flu),43.72294372294370
13a_13b,2018-19,London,E12000007,London,E12000007,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),47.15689193212270
13a_13b,2018-19,London,E12000007,London,E12000007,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),32.59836999386560
13a_13b,2018-19,London,E12000007,London,E12000007,All 3 year olds,%,Influenza (seasonal flu),33.01466769956330
13a_13b,2018-19,London,E12000007,Barking and Dagenham,E09000002,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),47.41379310344830
13a_13b,2018-19,London,E12000007,Barking and Dagenham,E09000002,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),30.46733798089340
13a_13b,2018-19,London,E12000007,Barking and Dagenham,E09000002,All 3 year olds,%,Influenza (seasonal flu),30.96014038606170
13a_13b,2018-19,London,E12000007,Barnet,E09000003,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),41.59292035398230
13a_13b,2018-19,London,E12000007,Barnet,E09000003,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),34.40619270727240
13a_13b,2018-19,London,E12000007,Barnet,E09000003,All 3 year olds,%,Influenza (seasonal flu),34.56790123456790
13a_13b,2018-19,London,E12000007,Bexley,E09000004,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),50.68493150684930
13a_13b,2018-19,London,E12000007,Bexley,E09000004,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),30.18867924528300
13a_13b,2018-19,London,E12000007,Bexley,E09000004,All 3 year olds,%,Influenza (seasonal flu),30.78454798884910
13a_13b,2018-19,London,E12000007,Brent,E09000005,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),43.79084967320260
13a_13b,2018-19,London,E12000007,Brent,E09000005,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),30.40568799665410
13a_13b,2018-19,London,E12000007,Brent,E09000005,All 3 year olds,%,Influenza (seasonal flu),30.82066869300910
13a_13b,2018-19,London,E12000007,Bromley,E09000006,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),60.16260162601630
13a_13b,2018-19,London,E12000007,Bromley,E09000006,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),46.38180565127500
13a_13b,2018-19,London,E12000007,Bromley,E09000006,All 3 year olds,%,Influenza (seasonal flu),46.76050044682750
13a_13b,2018-19,London,E12000007,Camden,E09000007,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),39.72602739726030
13a_13b,2018-19,London,E12000007,Camden,E09000007,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),27.74822695035460
13a_13b,2018-19,London,E12000007,Camden,E09000007,All 3 year olds,%,Influenza (seasonal flu),28.12365822241300
13a_13b,2018-19,London,E12000007,Westminster,E09000033,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),35.59322033898310
13a_13b,2018-19,London,E12000007,Westminster,E09000033,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),24.34741338395820
13a_13b,2018-19,London,E12000007,Westminster,E09000033,All 3 year olds,%,Influenza (seasonal flu),24.65373961218840
13a_13b,2018-19,London,E12000007,Croydon,E09000008,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),52.27272727272730
13a_13b,2018-19,London,E12000007,Croydon,E09000008,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),33.48455389933030
13a_13b,2018-19,London,E12000007,Croydon,E09000008,All 3 year olds,%,Influenza (seasonal flu),34.17273673257020
13a_13b,2018-19,London,E12000007,Ealing,E09000009,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),45.59585492227980
13a_13b,2018-19,London,E12000007,Ealing,E09000009,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),34.78260869565220
13a_13b,2018-19,London,E12000007,Ealing,E09000009,All 3 year olds,%,Influenza (seasonal flu),35.17989720159910
13a_13b,2018-19,London,E12000007,Enfield,E09000010,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),38.94736842105260
13a_13b,2018-19,London,E12000007,Enfield,E09000010,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),24.14760466119980
13a_13b,2018-19,London,E12000007,Enfield,E09000010,All 3 year olds,%,Influenza (seasonal flu),24.44491435821530
13a_13b,2018-19,London,E12000007,Greenwich,E09000011,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),55.08474576271190
13a_13b,2018-19,London,E12000007,Greenwich,E09000011,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),38.54895104895100
13a_13b,2018-19,London,E12000007,Greenwich,E09000011,All 3 year olds,%,Influenza (seasonal flu),39.09859154929580
13a_13b,2018-19,London,E12000007,Hackney (inc. City of London),E09000012,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),39.47368421052630
13a_13b,2018-19,London,E12000007,Hackney (inc. City of London),E09000012,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),23.18251143873920
13a_13b,2018-19,London,E12000007,Hackney (inc. City of London),E09000012,All 3 year olds,%,Influenza (seasonal flu),23.64130434782610
13a_13b,2018-19,London,E12000007,Hammersmith and Fulham,E09000013,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),38.09523809523810
13a_13b,2018-19,London,E12000007,Hammersmith and Fulham,E09000013,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),28.93352462936390
13a_13b,2018-19,London,E12000007,Hammersmith and Fulham,E09000013,All 3 year olds,%,Influenza (seasonal flu),29.11392405063290
13a_13b,2018-19,London,E12000007,Haringey,E09000014,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),42.06349206349210
13a_13b,2018-19,London,E12000007,Haringey,E09000014,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),31.05175292153590
13a_13b,2018-19,London,E12000007,Haringey,E09000014,All 3 year olds,%,Influenza (seasonal flu),31.42473118279570
13a_13b,2018-19,London,E12000007,Harrow,E09000015,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),50.49504950495050
13a_13b,2018-19,London,E12000007,Harrow,E09000015,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),30.23100100435220
13a_13b,2018-19,London,E12000007,Harrow,E09000015,All 3 year olds,%,Influenza (seasonal flu),30.89378238341970
13a_13b,2018-19,London,E12000007,Havering,E09000016,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),44.44444444444440
13a_13b,2018-19,London,E12000007,Havering,E09000016,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),36.79305912596400
13a_13b,2018-19,London,E12000007,Havering,E09000016,All 3 year olds,%,Influenza (seasonal flu),36.96608040201000
13a_13b,2018-19,London,E12000007,Hillingdon,E09000017,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),38.84892086330940
13a_13b,2018-19,London,E12000007,Hillingdon,E09000017,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),31.05968331303290
13a_13b,2018-19,London,E12000007,Hillingdon,E09000017,All 3 year olds,%,Influenza (seasonal flu),31.31479736098020
13a_13b,2018-19,London,E12000007,Hounslow,E09000018,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),53.84615384615380
13a_13b,2018-19,London,E12000007,Hounslow,E09000018,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),33.12358419330480
13a_13b,2018-19,London,E12000007,Hounslow,E09000018,All 3 year olds,%,Influenza (seasonal flu),33.71638141809290
13a_13b,2018-19,London,E12000007,Islington,E09000019,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),44.00000000000000
13a_13b,2018-19,London,E12000007,Islington,E09000019,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),28.38484980409230
13a_13b,2018-19,London,E12000007,Islington,E09000019,All 3 year olds,%,Influenza (seasonal flu),28.87858347386170
13a_13b,2018-19,London,E12000007,Kensington and Chelsea,E09000020,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),31.42857142857140
13a_13b,2018-19,London,E12000007,Kensington and Chelsea,E09000020,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),25.93800978792820
13a_13b,2018-19,London,E12000007,Kensington and Chelsea,E09000020,All 3 year olds,%,Influenza (seasonal flu),26.04055496264670
13a_13b,2018-19,London,E12000007,Kingston upon Thames,E09000021,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),51.92307692307690
13a_13b,2018-19,London,E12000007,Kingston upon Thames,E09000021,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),44.21471172962230
13a_13b,2018-19,London,E12000007,Kingston upon Thames,E09000021,All 3 year olds,%,Influenza (seasonal flu),44.37086092715230
13a_13b,2018-19,London,E12000007,Lambeth,E09000022,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),58.74125874125870
13a_13b,2018-19,London,E12000007,Lambeth,E09000022,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),32.54840397697540
13a_13b,2018-19,London,E12000007,Lambeth,E09000022,All 3 year olds,%,Influenza (seasonal flu),33.49306431273640
13a_13b,2018-19,London,E12000007,Lewisham,E09000023,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),48.17073170731710
13a_13b,2018-19,London,E12000007,Lewisham,E09000023,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),39.17675544794190
13a_13b,2018-19,London,E12000007,Lewisham,E09000023,All 3 year olds,%,Influenza (seasonal flu),39.52026082906380
13a_13b,2018-19,London,E12000007,Merton,E09000024,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),41.50943396226420
13a_13b,2018-19,London,E12000007,Merton,E09000024,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),35.86715867158670
13a_13b,2018-19,London,E12000007,Merton,E09000024,All 3 year olds,%,Influenza (seasonal flu),35.97538906985160
13a_13b,2018-19,London,E12000007,Newham,E09000025,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),49.29577464788730
13a_13b,2018-19,London,E12000007,Newham,E09000025,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),26.32953909311440
13a_13b,2018-19,London,E12000007,Newham,E09000025,All 3 year olds,%,Influenza (seasonal flu),26.92237774950010
13a_13b,2018-19,London,E12000007,Redbridge,E09000026,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),50.37037037037040
13a_13b,2018-19,London,E12000007,Redbridge,E09000026,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),29.58206356116670
13a_13b,2018-19,London,E12000007,Redbridge,E09000026,All 3 year olds,%,Influenza (seasonal flu),30.17551279340240
13a_13b,2018-19,London,E12000007,Richmond upon Thames,E09000027,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),51.72413793103450
13a_13b,2018-19,London,E12000007,Richmond upon Thames,E09000027,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),39.37823834196890
13a_13b,2018-19,London,E12000007,Richmond upon Thames,E09000027,All 3 year olds,%,Influenza (seasonal flu),39.70655662540120
13a_13b,2018-19,London,E12000007,Southwark,E09000028,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),53.15315315315320
13a_13b,2018-19,London,E12000007,Southwark,E09000028,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),34.02269861286250
13a_13b,2018-19,London,E12000007,Southwark,E09000028,All 3 year olds,%,Influenza (seasonal flu),34.54367026496570
13a_13b,2018-19,London,E12000007,Sutton,E09000029,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),47.54098360655740
13a_13b,2018-19,London,E12000007,Sutton,E09000029,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),38.13449023861170
13a_13b,2018-19,London,E12000007,Sutton,E09000029,All 3 year olds,%,Influenza (seasonal flu),38.37700760777680
13a_13b,2018-19,London,E12000007,Tower Hamlets,E09000030,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),45.74468085106380
13a_13b,2018-19,London,E12000007,Tower Hamlets,E09000030,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),29.45675105485230
13a_13b,2018-19,London,E12000007,Tower Hamlets,E09000030,All 3 year olds,%,Influenza (seasonal flu),29.85074626865670
13a_13b,2018-19,London,E12000007,Waltham Forest,E09000031,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),45.73643410852710
13a_13b,2018-19,London,E12000007,Waltham Forest,E09000031,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),29.98046875000000
13a_13b,2018-19,London,E12000007,Waltham Forest,E09000031,All 3 year olds,%,Influenza (seasonal flu),30.46153846153850
13a_13b,2018-19,London,E12000007,Wandsworth,E09000032,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),42.30769230769230
13a_13b,2018-19,London,E12000007,Wandsworth,E09000032,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),39.65999068467630
13a_13b,2018-19,London,E12000007,Wandsworth,E09000032,All 3 year olds,%,Influenza (seasonal flu),39.72260118235560
13a_13b,2018-19,South East,E12000008,South East,E12000008,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),59.22557934878260
13a_13b,2018-19,South East,E12000008,South East,E12000008,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),49.92049610430910
13a_13b,2018-19,South East,E12000008,South East,E12000008,All 3 year olds,%,Influenza (seasonal flu),50.22540924514340
13a_13b,2018-19,South East,E12000008,Bracknell Forest,E06000036,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),60.71428571428570
13a_13b,2018-19,South East,E12000008,Bracknell Forest,E06000036,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),58.61224489795920
13a_13b,2018-19,South East,E12000008,Bracknell Forest,E06000036,All 3 year olds,%,Influenza (seasonal flu),58.65921787709500
13a_13b,2018-19,South East,E12000008,Brighton and Hove,E06000043,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),48.35164835164840
13a_13b,2018-19,South East,E12000008,Brighton and Hove,E06000043,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),40.97044874133530
13a_13b,2018-19,South East,E12000008,Brighton and Hove,E06000043,All 3 year olds,%,Influenza (seasonal flu),41.20762711864410
13a_13b,2018-19,South East,E12000008,Buckinghamshire,E10000002,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),59.21787709497210
13a_13b,2018-19,South East,E12000008,Buckinghamshire,E10000002,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),49.02942068547160
13a_13b,2018-19,South East,E12000008,Buckinghamshire,E10000002,All 3 year olds,%,Influenza (seasonal flu),49.29868595895470
13a_13b,2018-19,South East,E12000008,East Sussex,E10000011,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),46.12244897959180
13a_13b,2018-19,South East,E12000008,East Sussex,E10000011,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),39.47318908748820
13a_13b,2018-19,South East,E12000008,East Sussex,E10000011,All 3 year olds,%,Influenza (seasonal flu),39.76618705035970
13a_13b,2018-19,South East,E12000008,Hampshire,E10000014,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),70.31250000000000
13a_13b,2018-19,South East,E12000008,Hampshire,E10000014,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),61.20844254379910
13a_13b,2018-19,South East,E12000008,Hampshire,E10000014,All 3 year olds,%,Influenza (seasonal flu),61.51898734177210
13a_13b,2018-19,South East,E12000008,Isle of Wight,E06000046,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),51.16279069767440
13a_13b,2018-19,South East,E12000008,Isle of Wight,E06000046,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),42.06529992406990
13a_13b,2018-19,South East,E12000008,Isle of Wight,E06000046,All 3 year olds,%,Influenza (seasonal flu),42.35294117647060
13a_13b,2018-19,South East,E12000008,Kent,E10000016,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),54.17376490630320
13a_13b,2018-19,South East,E12000008,Kent,E10000016,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),44.44084278768230
13a_13b,2018-19,South East,E12000008,Kent,E10000016,All 3 year olds,%,Influenza (seasonal flu),44.79765176117910
13a_13b,2018-19,South East,E12000008,Medway,E06000035,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),55.17241379310340
13a_13b,2018-19,South East,E12000008,Medway,E06000035,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),43.12368341859770
13a_13b,2018-19,South East,E12000008,Medway,E06000035,All 3 year olds,%,Influenza (seasonal flu),43.53009595812740
13a_13b,2018-19,South East,E12000008,Milton Keynes,E06000042,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),61.68831168831170
13a_13b,2018-19,South East,E12000008,Milton Keynes,E06000042,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),50.17491254372810
13a_13b,2018-19,South East,E12000008,Milton Keynes,E06000042,All 3 year olds,%,Influenza (seasonal flu),50.60153994225220
13a_13b,2018-19,South East,E12000008,Oxfordshire,E10000025,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),63.22869955156950
13a_13b,2018-19,South East,E12000008,Oxfordshire,E10000025,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),55.69510072121360
